qstr_Breaking_camp...|야영지를 파괴합니다...
qstr_{s9}_did_not_come_to|{s9}은(는) {s3}을(를) 지키러 오지 않았습니다. 손크릭은 야를이 황소목 스벤과 동맹을 하고 있을 지도 모른다고 의심하고 있었습니다. 이제, 그와 직접 이야기를 해 보거나, 혹은 당신은 직접 프리지아의 왕에게로 가서 {s9}의 배신에 대해 언급할 수도 있을 것입니다.
qstr_Loot_Thiaderd_s_camp|티아데르트의 은신처를 약탈합니다.
qstr_Ahead_in_a_small_cam|이 작은 은신처 안에는 많지 않은 수의 여자와 아이들이 살고 있었고, 그들은 반란군의 가족이었습니다. 그들은 겁에 질려 어딘가로 도망칠 생각조차 하지 못하고 있었습니다.^^이 사람들 중에는 티아데르트의 아내와 그의 아들도 있습니다. 그것은 힘든 선택이겠지만, 아마 그들은 나중에 당신에게 복수를 하려고 할 것입니다. 하지만 그들은 전사가 아닙니다.
qstr_A_small_camp_stands_|작은 은신처 하나가 강 옆에 위치해 있었고, 당신은 오두막 사이에 있는 여자와 아이들을 볼 수 있었습니다. 그리고 한 무리의 남자들 속에서 몇 명이 적대적인 태도를 보이며 당신과 이야기하기 위해 다가오고 있었습니다. 그들을 이끄는 남자는 키가 아주 큰 사람이었습니다.
qstr_Note_2:_You_chose_to|두 번째 기록: 당신은 티아데르트의 아내와 아들을 죽이는 것을 결정했습니다.
qstr_Thiaderd_is_dead._Yo|티아데르트가 죽었습니다. 당신은 임무를 성공적으로 수행했습니다.
qstr_Note_2:_You_chose_to_|두 번째 기록: 당신은 티아데르트의 아내와 아들을 살려주기로 결정했습니다.
qstr_Note_2:_You_chose_to_l|두 번째 기록: 당신은 티아데르트의 아내와 아들을 살려주고, 약탈하지 않고 떠나기로 결정했습니다.
qstr_You_need_room_for_at|당신은 이 행동을 계속하기 위해 최소한 부대 내에 한 명을 위한 공간이 더 필요합니다!
qstr_^^In_the_middle_of_t|
qstr_Note_2:_In_Sven_s_hi|두 번째 기록: 스벤의 은신처에서 당신은 오딘 릭에서 같이 여행한 사람 중 한 명인 보도를 찾을 수 있었습니다. 보도는 고마워했고, 그는 당신에게 바이킹에게 공격받은 오딘 릭의 운명을 이야기해주었고, 당신은 보도가 어떤 물건을 어머니에게 주었기 때문에 당신의 어머니가 아직 살아 있지만, 그 물건 때문에 당신의 어머니가 바이킹들에게 중요한 목표가 되었음을 알게 되었습니다.
qstr_Return_when_you_have_|당신은 25명만큼의 병력만을 데려올 수 있습니다.
qstr_You_think_of_Thora_w|당신은 당신을 매일 밤 방문했던 도라를 떠올렸고, 아름다운 그녀와 많은 아이를 가지는 꿈을 꾸었습니다.
qstr_You_think_of_Thora_wh|당신은 에길을 매일 밤 방문했던 도라를 떠올렸습니다. 그녀는 그녀의 아버지의 보호를 받던 아름다운 여성이었습니다. 그리고 그녀는 행복 이외의 다른 것을 걱정하지 않고 있었습니다.
qstr_You_think_of_Thora_a|당신은 도라를 떠올렸습니다. 그녀는 그녀의 아버지의 보호를 받던 아름다운 여성이었습니다. 그리고 그녀는 행복 이외의 다른 것을 걱정하지 않고 있었습니다.
qstr_One_of_the_greatest_|웨식스인과 덴마크인들 사이에 알려진 전투 중 가장 큰 전투가 이 곳에서 벌어졌습니다. 당신은 전투에 참여했던 그 날의 기억을 떠올렸습니다.
qstr_This_place_destroyed|이 장소는 당신의 병력들에 의해 파괴되었고, 먼지와 파편 이외에는 아무런 것도 남아있지 않습니다.
qstr_Garrison:_{reg5}__li|주둔군: {reg5} 명. (제한: {reg0})^^ 요새나 도시를 지키는 것 처럼, 주둔군에게 은신처를 수비하게 함으로써 그들이 험난한 세상과 전쟁의 위험에서 벗어나 휴식을 취할 수 있게 합니다. 또한 그들에게 지급해야 하는 주급을 줄일 수 있습니다.
qstr_You_need_to_hire_a_c|당신은 먼저 요리사를 고용할 필요가 있습니다.
qstr_It_is_night_and_your|한밤 중의 당신의 은신처는 조용합니다. 다른 병력들이 잠든 동안, 일부 병력은 불침번을 서고 있습니다.
qstr_Your_garrison_size_e|당신의 은신처 주둔병의 규모는 은신처에 주둔할 수 있는 병력의 한계를 넘었습니다! 이는 병력의 탈영과 불만을 야기할 것입니다!
qstr_Garrison_limit:_{reg|주둔병 제한: {reg0}
qstr_The_ramshackle_priso|당신의 은신처의 감옥은 매우 부실합니다. 당신의 선장은 이 곳에 영주를 가두지 말 것을 경고하고 있다!
qstr_You_do_not_have_enoug|당신의 자금은 은신처를 철거하기 위한 비용을 지불하기에 충분하지 않습니다.
qstr_Refuge_demolished!|당신의 은신처가 철거되었습니다!
qstr_Your_men_think_you_v|당신의 병력들은 당신이 에길이 당신을 배신했음에도 당신이 그의 장례 비용을 지불한 것을 명예로운 일로 여기고 있습니다.
qstr_Note_Egil:_Egil_turn|에길에 대한 기록: 당신이 웨식스 왕국에 편지를 전달하기로 했을 때 에길은 당신을 배신했고, 그는 당신을 공격했습니다, 그리고 그는 당신에게 죽었습니다. 그는 모두에게 사랑받았고, 당신은 그의 장례 비용을 지불하고, 그의 장례식에 참석하기로 결정했습니다.
qstr_Your_men_think_you_ve|당신의 병력들은 당신이 에길이 당신을 배신했음에도 당신이 그의 장례 비용을 지불한 것을 명예로운 일로 여기고 있습니다.
qstr_Message|전언
qstr_Your_men_cry_for_Egi|당신의 병력들은 에길이 당신을 배신하고, 그가 당신에게 죽었을 때 그를 애도했습니다. 그들 중 많은 수가 에길을 좋아했습니다; 일부는 그를 지도자로서 좋아했을 것입니다.
qstr_Note_Egil:_Egil_turne|에길에 대한 기록: 당신이 웨식스 왕국에 편지를 전달하기로 했을 때 에길은 당신을 배신했고, 그는 당신을 공격했습니다, 그리고 그는 당신에게 죽었습니다. 당신의 병사들이 그의 장례식을 치뤘고, 당신은 그의 장례식에 참석하기로 결정했습니다.
qstr_Your_men_cry_for_Egil|당신의 병력들은 에길의 죽음에 애도했습니다, 하지만 그들은 당신의 명령에 따랐습니다. 이제 그들은 당신을 배신자를 용서하지 않는 엄격한 지도자로 생각하고 있습니다.
qstr_Note_Egil:_Egil_turned|에길에 대한 기록: 당신이 웨식스 왕국에 편지를 전달하기로 했을 때 에길은 당신을 배신했고, 그는 당신을 공격했습니다, 그리고 그는 당신에게 죽었습니다. 당신은 당신의 병사들이 그의 장례식을 치루는 것을 막기로 결정했습니다.
qstr_Shortly_after_landin|짧은 휴식을 취한 뒤, 당신은 어떤 남자가 당신을 향해 말을 타고 오는 것을 발견할 수 있었습니다. 그리고 그는 밤낮을 가리지 않고 달려온 것처럼 눈 밑에 다크 서클이 끼어 있었습니다. 그리고 그의 숨이 곧 넘어갈 것처럼 보였고, 그는 마지막으로 숨을 크게 들이쉰 후 외쳤습니다:^^
qstr_{s4}_{playername}_my|{s4}'{playername}, 내 야를인 라스버스 라그나르손은 당신이 앵글리아를 떠난 후 프랑키아에서 머무르던 동안 이 곳에서 있었던 일에 대한 소식을 전하기 위해 나를 급파했소. 그는 당신이 레딩엄에 있는 그의 형제 할프단에게 합류하기를 원하고 있고, 그는 웨식스을 끝장낼 마지막 공격을 지휘하고 있소. 우리들의 대규모 병력이 이스트 앵글리아에서 출발했소, 우리는 레딩엄에 있는 진영을 보강하고 있고, 전투에 앞서 근처의 지역들을 약탈하고 있지. 그러나 에셀드와 앨프레드가 위턴 세스터에서 전사들을 모아 우리를 공격했소. 다행히 우리는 그들을 격퇴할 수 있었지.^^이제 웨식스의 왕인 에셀드와 그의 동생인 앨프레드는 서쪽에 있는 에셰던으로 퇴각했소, 그 곳에서 그들은 거대한 병력을 모아 우리와 싸우려 하고 있소. 당신의 도움이 필요하오, 할프단은 그들이 더 많은 병력을 모으기 전에 그들을 공격하고 싶어하고 있소, 우리는 이 전투가 모든 전투의 어머니가 될까 두렵소! 만약 우리가 이길 경우, 웨식스는 우리의 것이 될 것이오!^^야를 라스버스는 황소목 스벤이 앨프레드의 진영에 들어가서 그와 같이 싸우고 있다는 점을 당신에게 특히 강조하라고 이야기했소.'
qstr_{s4}_{playername}_my_|{s4}'{playername}, 내 앨더먼인 앨프레드 애셀울핑은 당신이 앵글리아를 떠난 후 프랑키아에서 머무르던 동안 이 곳에서 있었던 일에 대한 소식을 전하기 위해 나를 급파했소. 그는 당신이 가능한 한 빨리 그에게 합류하기를 원하고 있소. 그는 병력을 모으기 위해 왕국 안을 돌아다니고 있고, 덴마크인들이 웨식스을 향해 진군해오고 있소.^^그들의 대규모 병력이 이스트 앵글리아에서 출발했고, 그들은 레딩엄에 있는 진영을 보강하며 근처의 지역들을 약탈하고 있소. 우리들의 왕, 에셀드와 앨프레드는 위턴 세스터에서 전사들을 모아 레딩엄에 있는 덴마크인들을 공격했소, 그러나 그 병력들은 패배했소. 지금 그들은 에셰던에서 병력을 재집결시키고 다시 덴마크인과의 전투를 준비하고 있소! 신이 우리를 보호하시길, 그는 당신이 덴마크인들을 막을 병력에 합류하기를 원하고 있소! 만약 실패한다면 웨식스는 멸망하고 말 것이오!^^앨더먼 앨프레드는 황소목 스벤이 할프단의 진영에 들어가서 그와 같이 싸우고 있다는 점을 당신에게 특히 강조하라고 이야기했소.'
qstr_You_met_Orm_the_Blac|당신은 '검은' 오름과 일대일로 싸워 승리했습니다.
qstr_Your_party_has_gaine|당신의 부대의 사기가 올랐다.
qstr_You_met_{s1}_in_sing|당신은 {s1}와(과) 일대일로 싸워 승리했습니다.
qstr_This_warrior|이 전사
qstr_The_enemy_party_has_|적의 부대의 사기가 떨어졌습니다.
qstr_You_met_{s1}_in_singl|당신은 {s1}와(과) 일대일로 싸워 패배했습니다.
qstr_Your_party_has_lost_|당신의 부대의 사기가 떨어졌습니다.
qstr_The_low_morale_of_yo|당신의 부대의 낮은 사기는 당신을 음해하는 일부 병력들을 만들어냈습니다. 당신의 전사들 중 하나는 아무런 거리낌 없이 당신에 대한 모욕적인 말을 일삼았고, 그 말은 모두에게 들렸다. 전사는 당신을 공개적으로 모욕했고 그는 당신에게 지도자의 자리를 건 결투를 요구했습니다. 죽음의 결투를.
qstr_The_problems_of_mora|당신의 부대의 문제있는 사기는 당신의 전사들 중 하나가 당신보다 그가 더 지도자에 적합합니다며 주장하게 만들었습니다. 그는 당신에게 죽음의 결투를 요구했습니다.
qstr_Morale_is_so_low_a_w|당신의 부대의 사기는 낮았고, 당신의 전사들 중 한 명이 당신의 근처에서 당신을 모욕하고 있었습니다. 그는 당신이 나쁜 지도자라고 비난한 다음 그는 당신에게 죽음의 결투를 요구했습니다. 이 결투에서 승리한 자가 당신의 부대를 지휘하게 될 것입니다.
qstr_The_Assembly_has_tak|총회에서는 당신에 대한 기소가 이루어지고 있습니다. 당신은 그들이 당신에 대한 유죄를 판결하지 않도록 빨리 총회에 있는 {s3}에게 가야만 합니다.
qstr_Note_Reginhard:_Regin|레긴하르트에 대한 기록: 레긴하르트는 총회에서 당신을 배신했습니다. 그리고 당신은 총회의 결정에 따라 홀름강에서 그를 죽여야 합니다.
qstr_Note_Egil:_Reginhard_be|에길에 대한 기록: 레긴하르트가 총회에서 당신을 배신했지만, 당신은 그를 용서했습니다. 그러나 에길은 그 결정을 받아들이지 않았고, 당신은 총회의 법에 따라 홀름강에서 그를 죽여야만 합니다.
qstr_The_holmgang_is_over|홀름강에서의 일은 끝났습니다. 이제 {s3}의 선술집으로 가서 아스비요른을 만나야 할 시간입니다.
qstr_Before_you_left_for_|당신은 프랑키아로 여행을 떠나기 전에, 누군가가 당신에게 전령을 보내 멧돼지 숲에서 당신을 만나고자 한다는 것을 알게 되었습니다. 멧돼지 숲은 {s3} 근처에 있을 것입니다. 그 곳에서 당신은 나무꾼의 집을 찾아야 합니다.
qstr_Through_the_trees_yo|숲 속 안쪽에서, 당신은 오두막 한 채를 볼 수 있었습니다. 숲 속에서는 부드럽게 바람 부는 소리가 났고, 많은 새들이 지저귀고 있었습니다. 하지만 당신은 아무도 찾을 수 없었습니다.
qstr_Through_the_trees_you|숲 속 안쪽에서, 당신은 오두막 한 채를 볼 수 있었습니다. 오두막은 비어 있었고, 당신은 베다를 만났다.
qstr_You_arrive_at_a_deep|당신은 깊은 숲에 도착했습니다.
qstr_Through_the_trees_you_|숲 속 안쪽에서, 당신은 오두막 한 채를 볼 수 있었습니다. 당신이 그 곳에서 옛 영웅을 죽인 뒤, 지금 이 오두막은 버려져 있습니다.
qstr_You_stay_hidden_watc|당신은 숨어서 기다리고 있었고, 멀리서 진영을 본 뒤 도망치는 색슨인 정찰대를 볼 수 있었습니다.
qstr_You_stay_hidden_watch|당신은 숨어서 기다리고 있었고, 멀리서 진영을 본 뒤 도망치는 덴마크인 정찰대를 볼 수 있었습니다.
qstr_Aelfred_gives_the_or|앨프레드가 명령을 내렸고, 뿔나팔 소리가 병력들을 진영 밖으로 불러 모았습니다. 당신은 웨식스의 왕의 동생을 따라갔습니다, 그 곳에서 그의 병력들은 횡대 대형을 형성했고. 그들은 지휘에 따라 그 곳에 대기했습니다.^^그 곳에는 신경과 걱정으로 가득 찬 침묵이 있었고, 색슨인 전사들은 웨식스의 운명이 그들의 어깨에 달린 것을 잘 알고 있었습니다. 만약 그들이 패배한다면, 덴마크인들은 그들의 집을 약탈하고, 그들의 가족을 모두 죽일 것이었습니다.
qstr_Halfdan_gives_the_or|할프단이 명령을 내렸고, 뿔나팔 소리가 병력들을 진영 밖으로 불러 모았습니다. 당신은 라그나르의 아들들을 따라갔다, 그 곳에서 그들의 병력은 횡대 대형을 형성했고. 그들은 지휘에 따라 그 곳에 대기했습니다.^^덴마크 전사들은 활발했고, 일부는 농담까지 던지고 있었습니다. 그들은 최근의 승리에 들뜬 것 같았습니다. 하지만 할프단이 그들의 앞에 도착하자 모든 목소리가 조용해졌습니다.
qstr_West_Seaxe|웨식스
qstr_Danish|덴마크
qstr_You_notice_that_Aelf|당신은 앨프레드가 당신을 향해 다가오는 것을 알 수 있었습니다. 그는 그 날 덴마크인들이 점령한 언덕을 향해 돌격했고, 그의 빠른 결정이 없었습니다면, 당신을 포함한 모두는 죽었을 것입니다.
