str_yes|네.
str_start_up_quest_message_1|{s9}은 당신이 근처 마을들로부터 최소한 다섯 명의 병력들을 모집하길 원합니다. 병력들을 모집한 후에 그를 찾아 대화하세요. 그는 {s1}의 선술집에 있습니다.
str_start_up_quest_message_2|{s9}의 근처에 숨어있는 도적 무리들을 찾아내서 무찌르고, 당신 의뢰인의 동생이 어디에 잡혀있는 지 알아내십시오.
str_start_up_quest_message_3|상인의 동생을 {s9} 근처에 위치한 강도들의 은신처로 부터 구출하십시오.
str_start_up_first_quest|당신은 첫 번째 임무를 받았습니다. 당신은 게임 중 어느 때든지 'Q'를 누르면 임무 기록을 볼 수 있습니다.
str_reason_1|우리의 현재 목표는 중요한 가치가 있소.
str_reason_2|{s8}을(를) 공략하는 것은 우리의 왕국에 큰 위험이 될 것이라고 믿고 있소.
str_reason_3|우리는 {s8}이(가) 더 급박한 위협에 직면해 있다고 믿고 있소.
str_reason_4|그것은 아마 그럴 것이오. 왜나하면 지역의 적의 규모 때문일 것이오.
str_reason_5|나는 확신할 수 없군.
str_reason_6|우리는 얼마나 강력하게 방어되고 있는지 모르오.
str_reason_7|우리는 강력하게 방어 되고 있다고 믿소.
str_reason_8|우리는 적절하게 잘 방어 되고 있다고 믿고 있소.
str_reason_9|우리는 허술하게 방어되고 있다고 믿소.
str_has_decided_that_an_attack_on_|공략하기로 결정했소
str_this_would_be_better_worth_the_effort|이것은 그것의 가치와, 거리, 수비병의 수 같은 것들을 고려해 볼 때, 시도할만한 가치가 더 있소.
str_has_decided_to_defend_|방어하기로 결정했소 
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshal_choosed_defending_s4|어떤 위협이 있을 경우, 우리는 공격을 하기 전에 우리의 영지들을 지켜야만 하오. 그래서 나는 적들에게서 {s4}을(를) 방어하기 위해 가고 있소.
str_are_you_all_right|그럼... 저의 제의에 대해 설명하겠다.
str_you_are_awake|아 -- 일어났구려, 당신이 아직 걸을 수 있는 것 같아 다행이오.
str_save_town_from_bandits|도적들로부터 {s9}를 구해내라.
str_you_fought_well_at_town_fight_survived|하! 잘했소 -- 나는 당신의 앞에서 적어도 3명의 적이 쓰러지는 걸 봤소. 앞으로도 그렇게 싸운다면 당신의 이름을 이 땅에 떨칠 수 있을 것이오.
str_you_fought_normal_at_town_fight_survived|아주 잘했네! 그대가 그 도적놈들을 손봐 주었다는 소리를 들었네. 그러고도 사지 멀쩡히 살아있다니, 전투 후에는 그보다 나은 결과가 또 어디 있겠나...
str_you_fought_bad_at_town_fight_survived|글쎄, 그 도적놈들은 도망쳤다 들었네. 그대의 사지도 멀쩡해 보이니, 전투 후에는 그것이 가장 중요하지 않겠나.
str_you_fought_well_at_town_fight|아! 일어 나셨군. 상처가 꽤 깊어보이지만, 좋은 소식이 있다네! 우리가 그들을 무찔렀네 -- 그리고 그대가 기절하기 전 적들에게 상당한 타격을 입혔지. 그대가 없었다면 상황이 더 악화 되었겠지. 감사의 뜻을 표하네...
str_you_wounded_at_town_fight|아! 살아있었군. 상처가 꽤 깊어보이는데, 그대가 정말로 적을 무찔렀는지는 모르겠네만, 다행이도 나와 내 동료들만으로 그들을 무찌를 수 있었다네. 그보다 자네가 치료받아야 할지부터 좀 알아보세...
str_you_fought_well_at_town_fight_survived_answer|모든 악한들이 {playername}의 이름에 공포를 배우게 될거요!
str_you_fought_normal_at_town_fight_survived_answer|아, 음, 동료과 함께 내 할 일을 할수 있었던 내 자신이 자랑스러웠소...
str_you_fought_bad_at_town_fight_survived_answer|글쎄, 놈들 중 한놈을 치려했는데, 피 때문에 미끄러져 버렸소. 무슨 뜻인지 알지않소..
str_you_fought_well_at_town_fight_answer|아, 글쎄, 좋은 일을 하다 입은 상처는 크게 신경쓰지 않소.
str_you_wounded_at_town_fight_answer|그렇군. 앞으로는 조금 더 조심하리다.
str_unfortunately_reg0_civilians_wounded_during_fight_more| 불행하게도 한 {reg0}명의 내 동료들이 부상을 입었네. 나는 그들을 보러 가야해.
str_unfortunately_reg0_civilians_wounded_during_fight| 불행히도, 내 동료들 중 한명이 꽤 깊은 부상을 입었네. 그를 보러 가봐야겠군.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight| 또, 우리 동료들중 누구도 심한 부상을 입지 않았다네. 그 또한 좋은 소식이지.
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|당신은 선술집을 나와 거리로 향했다. 긴장해 보이는 청년들이 거리의 모퉁이마다 기다리고 있었다. 당신은 그들의 옷 밑에 숨긴 단검들과 뭉둥이들을 볼 수 있었고, 그들이 당신이 지나는 옆으로 흘깃 던지는 시선에서 두려움, 초조, 그리고 결의를 느낄 수 있었다. 그러나 이 모든 것이 너무 노골적이여서 적들이 이걸 눈치채지 못하길 기도하며, 당신은 결행에 옮기기에 앞서 자신의 무기를 점검했다.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|남아 있는 몇몇의 도적들은 성난 시민들에 의해 차례차례 몰아져 좁은 골목길로 흩어졌다. 이것은 확실합니다. 당신의 승리는 완벽하고 모든 부상당한 사람들은 치료 받았으며, 당신과 상인의 수장은 그의 집에서 오늘의 일을 재검토 했다.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|당신은 마지막 숨소리와 함께 쓰러졌으며, 몸을 움직일 수 없었고 단지 의식을 잃지 않기 위해 노력하고 있다. 곧 주변으로 사람들이 몰려와 당신을 구조했고, 당신은 오늘 진정으로 이긴 것은 당신이라는 사실을 구조되며 실감했다. 곧, 사람들이 당신을 땅에서 일으켜 세웠고, 당신은 행복한 잠에 빠졌다. 한 시간 후, 당신은 여관에서 일어났다.
str_seabattle_tutorial|You are the captain of the ship! You have to give commands:^> 위쪽 십자키와 아래쪽 십자키로 속도를 조절할 수 있습니다.^> 오른쪽 십자키와 왼쪽 십자키로 선회 방향을 조정할 수 있습니다.^> 엔터 키를 누르면 돛을 올리거나 내릴 수 있습니다.^> 백스페이스 키를 누르면 당신의 시점을 변경할 수 있습니다.^^키를 여러번 누르지 않는 것이 좋을 것입니다. 그들은 당신의 명령을 수행하기 위한 약간의 시간을 필요로 합니다. 오른쪽 상단 모서리에서 당신은 당신의 배에 내린 마지막 명령을 확인할 수 있을 것입니다.
str_bodo_animos|보도가 외쳤습니다. '{playername}! 싸웁시다! 우리 같이 저들에 맞서 싸웁시다!'
str_journey_to_reyvadin|You have reached Grantebrycge in the land of the East Engle. When you arrive, you see that people look at you with apprehension, and they reach for their weapons.^^Here live the Angles under the rule of Annan Eningen. This land doesn't know peace because the Angles of Mierce invade and destroy, killing people and kings and claiming the country as their own. Annan Ening is a Christian, a good Christian, but he has seen his brothers, kings before him, die under the sword of Penda, King of Mierce, and Annan hungers for revenge.
str_journey_to_praven|Your steps lead you to the cold North. This country, known as Alt Clut, is big, hard and it has a landscape dominated by forests. Alt Clut is populated by Britons, strong and tough people accustomed to using both the plow and the spear.^^Here rules Bili ap Neithon, a descendant of an ancient lineage. Bili is nearly 50 years old, but he still is a hard and strong man.
str_journey_to_jelkala|Welcome to Clochair, in the green land of Ireland. You are in the young Kingdom of Airgialla, forged in the heat of the sword when three warlike princes, called the Three Collas, made a conquest of a great part of Ulaid. Airgialla knows only war, because of a constant struggle with the Kingdom of Ulaid.^^In these days, it's ruled by Mael Odhar Caech, arrogant and bellicose. His reputation keeps enemies away, but what will happen when he dies?
str_journey_to_sargoth|You get to Cantwaraburh, in Centware country, where Eadbald Aethelberthing rules. Their ancestors were Brytenwaldas, but he has lost the title that now holds a master of the North: Oswald of Bernaccia. Eadbald has good partnerships with the most powerful lords of Britain and even with the Franks. His country does not suffer from the war with regularity, the land is peaceful and prosperous. It is a good place to buy a piece of land, marry and see your children grow... for now.
str_journey_to_tulga|You came by ship, skirting the cliffs where the Gwynedd highlands meet the sea. Soon you distinguish Din Gonwy, capital of the kingdom. Walking you see that the streets are dark and silent. The great king-warrior Cadwallon died two years ago, and Gwynedd is still mourning his death. He left a son, Cadwaladr, but he is still a child of three years old. The hard men of Gwynedd, considered among the strongest in Britain, have been summoned to war this year. They cry and wait, keeping sharp swords.^^There is a new master, Cadfael Cadomedd, which has displaced the son of Cadwallon and his mother's power. He says that they have returned to the glory days...
str_journey_to_shariz|You are in Dun Iasgach, a powerful town in Mumain Kingdom in the south of Ireland. It is a rich land, with great forests and rivers teeming with fish. It could be a perfect place to live, but Ireland is a land of war, where clans fight for any reason, stealing cattle and women and killing the young warriors in fratricidal struggles.^^Mumain is ruled by Failbhe Flann mac Aedh, he is ambitious and wants more land and a weakened Laigin Kingdom.
str_lost_tavern_duel_ordinary|당신은 주정뱅이의 마지막 공격에 바닥에 고꾸라졌습니다. 당신을 공격한 사람의 분노는 곧 수그러들었고 그는 의자에 주저앉아 당신을 바라보며 후회하는 듯한 중얼거림이 그의 숨소리에서 새어져 나왔습니다. 몇몇 다른 손님들이 그를 달래어 일으켜 세우고는 문 밖으로 데리고 나갔고 다른 한 명은 당신의 상처를 돌봐주었습니다. 그리고 곧 당신은 자신의 발로 일어섰습니다. 아직 불안정하긴 하지만 당신은 살아있습니다.
str_lost_tavern_duel_assassin|당신은 습격자의 마지막 공격에 의식을 잃고 바닥에 쓰러져 넘어졌습니다. 그리고 유유히 그는 당신의 옆에 무릎을 꿇고 앉아 옷 속에서 천천히 긴 단도를 꺼내들었습니다. 그러나 그가 당신의 숨통을 끊기 전에 용기를 낸 술집 주인이 당신을 공격한 사람의 뒤로 다가가 머리를 내려쳤습니다. 그는 균형을 잃었고, 곧 당신을 죽일 기회를 놓쳤음을 알고서 문으로 달려 그대로 달아났습니다. 그 사이 주점에 있던 다른 사람이 당신 방으로 돌아가 쉬고 회복할 수 있도록 상처를 묶고 잡아 매어 주었습니다.
str_lost_startup_hideout_attack|잠시 후, 당신은 정신을 차렸고, 납치범들이 술통을 깨며 자신들의 승리를 축하하느라 당신의 손과 발을 묶는 것을 잊어버리고 있는 걸 알아차렸습니다. 덕분에 당신은 몰래 잘 빠져나왔습니다. 은신처에서 들리는 왁자지껄한 소리를 통해 당신은 동료를 더 모아 또 다른 공격을 시도할 시간이 있음을 짐작할 수 있었습니다.
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|당신은 더 이상 독립된 왕국을 지배하는 군주가 아니며, 당신의 궁정은 해산되었습니다.
str_rents_from_s0|{s0}의 세금:
str_tariffs_from_s0|{s0}의 관세:
str_general_quarrel| 지난 몇 년간 우리들 사이엔 많은 언쟁과 증오같은 부정적인 면이 있다는 걸 알게 되었소.
str_the_steppes|스텝 지대
str_the_deserts|사막
str_the_tundra|툰드라
str_the_forests|숲
str_the_highlands|산악 지대
str_the_coast|해안가
str_my_lady_not_sufficient_chemistry|레이디, 이미 내 마음을 훔쳐간 다른 여인이 있소.
str_my_lady_engaged_to_another|레이디, 내가 알고 있는 바로는, 당신은 다른 사람과 이미 약혼한 것으로 알고 있소.
str_attempting_to_rejoin_party|부대 재합류를 시도 중
str_separated_from_party|부대에서 떨어져 있음
str_whereabouts_unknown|어디 있는지 모름
str_leading_party|부대를 통솔
str_court_disbanded|당신은 더 이상 독립된 왕국을 지배하는 군주가 아니며, 당신의 궁정은 해산되었습니다.
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| 나는 총사령관과 동행하고 있지 않고 있고, 나는 우리의 주군이 곧 다른 목표를 지시할 것이라 예상하고 있소.
str_persuasion_opportunity|설득 기회.^자동 성공을 위한 관계 요구치: {reg4}^현재의 관계 수치: {reg5}^성공 가능성: {reg7}^관계 수치 {reg9}을 잃을 위험성: {reg8}
str_marshal_warning|당신은 {s1}을 따라 종군하지 않고 있습니다. 그러나, 당신은 그로 인해 어떤 불이익도 받지 있지 않고 있습니다.
str_follow_army_quest_brief_2|당신의 임무는 완료되었습니다. 만약 당신이 더 많은 임무를 원한다면 {s9}의 부대를 계속 따라 종군할 수도 있습니다.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world| 저는 당신을 만나서 반갑소. 나는 그 곳에서 당신이 성공할 것이라 믿소. 세상에 당신의 이름을 떨치십시오.
str_minister_advice_select_fief| 제가 한가지 조언을 한다면, 당신의 {s4}에 대한 선택은, 봉신들이 당신이 어떻게 임명을 할지 예측하고 하고, 그들이 원하는 방향으로 하는 것이 좋을 것입니다.
